ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0882681869,"Death Is of Vital Importance: On Life, Death, and Life After Death",Elisabeth Kubler-Ross,1995,Midpoint Trade Books Inc,http://images.amazon.com/images/P/0882681869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0882681869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0882681869.01.LZZZZZZZ.jpg
3596148030,"Hallo Mister Gott, hier spricht Anna.",Fynn,2000,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596148030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596148030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596148030.01.LZZZZZZZ.jpg
0385504470,Lullaby : A Novel,CHUCK PALAHNIUK,2002,Doubleday,http://images.amazon.com/images/P/0385504470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504470.01.LZZZZZZZ.jpg
0679418385,Decorating for Comfort: The Marriage of Ease and Style,Teri Seidman,1995,Villard Books,http://images.amazon.com/images/P/0679418385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679418385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679418385.01.LZZZZZZZ.jpg
0575071389,Way Station (SF Collector's Edition),Clifford D. Simak,2000,Gollancz,http://images.amazon.com/images/P/0575071389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0575071389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0575071389.01.LZZZZZZZ.jpg
0070925305,Charlie Farquharson's histry [sic] of Canada,Don Harron,1972,McGraw-Hill Ryerson,http://images.amazon.com/images/P/0070925305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070925305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070925305.01.LZZZZZZZ.jpg
0886775132,Jaran (Daw Book Collectors),Kate Elliott,1994,Daw Books,http://images.amazon.com/images/P/0886775132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886775132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886775132.01.LZZZZZZZ.jpg
0887271782,A Dream of Red Mansions: An Abridged Version,Tsao Hsueh Chin,1999,Cheng &amp; Tsui,http://images.amazon.com/images/P/0887271782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887271782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887271782.01.LZZZZZZZ.jpg
0451209249,"Mrs. Drew Plays Her Hand and Miss Grimsley's Oxford Career: And, Miss Grimsley's Oxford Career (Signet Regency Romance)",Carla Kelly,2003,Signet Book,http://images.amazon.com/images/P/0451209249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451209249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451209249.01.LZZZZZZZ.jpg
0140172173,Inside the Third World: The Anatomy of Poverty (Penguin Politics),Paul Harrison,1990,Penguin Books,http://images.amazon.com/images/P/0140172173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140172173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140172173.01.LZZZZZZZ.jpg
0889952930,Sounding Off,Ted Staunton,2004,Red Deer Press,http://images.amazon.com/images/P/0889952930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889952930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889952930.01.LZZZZZZZ.jpg
0812574729,"Into the Darkness (World at War, Book 1)",Harry Turtledove,2000,Tor Fantasy,http://images.amazon.com/images/P/0812574729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812574729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812574729.01.LZZZZZZZ.jpg
0440130220,The Grail Tree,Jonathan Gash,1982,Dell Publishing Company,http://images.amazon.com/images/P/0440130220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440130220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440130220.01.LZZZZZZZ.jpg
0874804264,"Reading and Writing (Tanner Lectures on Human Values, Vol 13)",Robertson Davies,1993,Univ of Utah Pr,http://images.amazon.com/images/P/0874804264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874804264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874804264.01.LZZZZZZZ.jpg
0553274783,"FAMILY APART, A (Orphan Train, No 1)",JOAN LOWERY NIXON,1988,Starfire,http://images.amazon.com/images/P/0553274783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274783.01.LZZZZZZZ.jpg
0373705166,"Whispers Of The Heart (Harlequin Superromance, No 70516)",Megan Brownley,1992,Harlequin,http://images.amazon.com/images/P/0373705166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373705166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373705166.01.LZZZZZZZ.jpg
0812091566,"Frogs, Toads, and Treefrogs: Everything About Selection, Care, Nutrition, Breeding, and Behavior",R. D. Bartlett,1996,Barron's Educational Series,http://images.amazon.com/images/P/0812091566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812091566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812091566.01.LZZZZZZZ.jpg
0688050336,Coming of Age in Samoa : A Psychological Study of Primitive Youth for Western Civilisation (Perennial Classics),Margaret Mead,2001,Perennial,http://images.amazon.com/images/P/0688050336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688050336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688050336.01.LZZZZZZZ.jpg
0381999203,Chinese Story Teller,Pearl S. Buck,1971,Harpercollins Library,http://images.amazon.com/images/P/0381999203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0381999203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0381999203.01.LZZZZZZZ.jpg
0671729314,SOUTHSIDE SLUGGERS: THE GREAT BASEBALL CARD HUNT (Southside Sluggers Baseball Mystery),Rosalind Greenberg,1992,Aladdin,http://images.amazon.com/images/P/0671729314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729314.01.LZZZZZZZ.jpg
0380794934,The Calcutta Chromosome,Amitav Ghosh,1998,William Morrow,http://images.amazon.com/images/P/0380794934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380794934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380794934.01.LZZZZZZZ.jpg
185326119X,The Jungle Book (Wordsworth Collection),Rudyard Kipling,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/185326119X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326119X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326119X.01.LZZZZZZZ.jpg
1402201478,The Last Noel,Michael Malone,2003,Sourcebooks Landmark,http://images.amazon.com/images/P/1402201478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402201478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402201478.01.LZZZZZZZ.jpg
0871564718,Shopping for a Better World: The Quick and Easy Guide to All Your Socially Responsible Shopping,Benjamin Hollister,1994,Univ of California Pr,http://images.amazon.com/images/P/0871564718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871564718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871564718.01.LZZZZZZZ.jpg
0394757793,"The Peopling of British North America: An Introduction (Curti Lectures, 1985.)",Bernard Bailyn,1988,Vintage Books USA,http://images.amazon.com/images/P/0394757793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394757793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394757793.01.LZZZZZZZ.jpg
0871135329,The Lucifer Principle: A Scientific Expedition into the Forces of History,Howard K. Bloom,1995,Pub Group West,http://images.amazon.com/images/P/0871135329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871135329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871135329.01.LZZZZZZZ.jpg
0373451652,"Kiss Yesterday Goodbye (Men: Made In America) (Men Made in America, No 15)",Fern Michaels,1994,Silhouette,http://images.amazon.com/images/P/0373451652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373451652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373451652.01.LZZZZZZZ.jpg
0060506679,Every Secret Thing : A Novel,Laura Lippman,2003,William Morrow,http://images.amazon.com/images/P/0060506679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060506679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060506679.01.LZZZZZZZ.jpg
0515087661,Brotherhood of War 02: The Captains (Brotherhood of War),W. E. B. Griffin,1986,Jove Books,http://images.amazon.com/images/P/0515087661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515087661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515087661.01.LZZZZZZZ.jpg
1853913561,Lesley Herbert's Complete Book of Sugar Flowers,Lesley Herbert,1992,Tuttle Publishing,http://images.amazon.com/images/P/1853913561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853913561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853913561.01.LZZZZZZZ.jpg
1880539292,"Super Savvy/How to Get It How to Use It How to Make a Fortune With It: Maximize Employee Performance, Productivity and Profits With This Super Book",Robert E. Levinson,1994,Garrett Publishing,http://images.amazon.com/images/P/1880539292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880539292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880539292.01.LZZZZZZZ.jpg
0870692399,Children's books of the 19th century,Lou W McCulloch,1979,Wallace-Homestead Book Co,http://images.amazon.com/images/P/0870692399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0870692399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0870692399.01.LZZZZZZZ.jpg
0553109839,The Patient,Michael Palmer,2000,Bantam Books,http://images.amazon.com/images/P/0553109839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553109839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553109839.01.LZZZZZZZ.jpg
0445402296,The Murders of Richard III,Elizabeth Peters,1986,Warner Books,http://images.amazon.com/images/P/0445402296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445402296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445402296.01.LZZZZZZZ.jpg
0671878867,Alternate Generals,Harry Turtledove,1998,Baen,http://images.amazon.com/images/P/0671878867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671878867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671878867.01.LZZZZZZZ.jpg
0373168675,"Rent A Millionaire Groom (2001 Ways To Wed) (Harlequin American Romance, No 867)",Judy Christenberry,2001,Harlequin,http://images.amazon.com/images/P/0373168675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373168675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373168675.01.LZZZZZZZ.jpg
3426622610,Gratsch.,Jockel Tschiersch,2003,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",http://images.amazon.com/images/P/3426622610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426622610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426622610.01.LZZZZZZZ.jpg
3257203276,Der Stillgelegte Mensch,Rosendorfer,1997,Diogenes Verlag AG,http://images.amazon.com/images/P/3257203276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257203276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257203276.01.LZZZZZZZ.jpg
345316413X,A Clockwork Orange,Anthony Burgess,2000,Heyne,http://images.amazon.com/images/P/345316413X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345316413X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345316413X.01.LZZZZZZZ.jpg
0061011886,Enter Whining : Enter Whining,Fran Drescher,1997,Regan Books,http://images.amazon.com/images/P/0061011886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061011886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061011886.01.LZZZZZZZ.jpg
0330260995,About Black Holes,Isaac Asimov,1980,Pan Macmillan,http://images.amazon.com/images/P/0330260995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330260995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330260995.01.LZZZZZZZ.jpg
0345446674,Beyond the Blue Event Horizon (Heechee Saga),Pohl. Frederick,2000,Ballantine Books,http://images.amazon.com/images/P/0345446674.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345446674.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345446674.01.LZZZZZZZ.jpg
0821719483,Smuggler's Lady,Jane Feather,1986,Zebra Books,http://images.amazon.com/images/P/0821719483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821719483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821719483.01.LZZZZZZZ.jpg
0312610556,"Piece of My Heart: The Life, Times and Legend of Janis Joplin",David Dalton,1986,Bookthrift Co,http://images.amazon.com/images/P/0312610556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312610556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312610556.01.LZZZZZZZ.jpg
093636954X,Jack Lambert: Tough As Steel,Ron Rotunno,2002,Son-Rise Publications &amp; Distribution Company,http://images.amazon.com/images/P/093636954X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/093636954X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/093636954X.01.LZZZZZZZ.jpg
3442545528,In meinem Himmel.,Alice Sebold,2003,Goldmann,http://images.amazon.com/images/P/3442545528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442545528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442545528.01.LZZZZZZZ.jpg
0373103581,Twist of Fate,Charlotte Lamb,1980,Harlequin Sales Corp (Mm),http://images.amazon.com/images/P/0373103581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373103581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373103581.01.LZZZZZZZ.jpg
0932294197,"Honey, Your Mama's in Prison",Chaplain Ray,1984,American Evangelistic Association,http://images.amazon.com/images/P/0932294197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0932294197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0932294197.01.LZZZZZZZ.jpg
082174495X,With All My Heart (To Love Again),Jennifer Gage,1994,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/082174495X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082174495X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082174495X.01.LZZZZZZZ.jpg
0439267617,The Captain Underpants Extra-Crunchy Book O' Fun,Dav Pilkey,2001,Blue Sky Press (AZ),http://images.amazon.com/images/P/0439267617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439267617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439267617.01.LZZZZZZZ.jpg
0894806505,Skiing: A Skier's Dictionary,Henry Beard,1989,Workman Publishing,http://images.amazon.com/images/P/0894806505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894806505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894806505.01.LZZZZZZZ.jpg
0553526103,Why Not Me?: The Inside Story of the Making and Unmaking of the Franken Presidency,Al Franken,1999,Random House,http://images.amazon.com/images/P/0553526103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553526103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553526103.01.LZZZZZZZ.jpg
0156227258,"The crafts business encyclopedia: Marketing, management, and money (A Harvest/HBJ book)",Michael Scott,1979,Harcourt Brace Jovanovich,http://images.amazon.com/images/P/0156227258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156227258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156227258.01.LZZZZZZZ.jpg
3446197729,Fleischeslust.,Tom Coraghessan Boyle,1999,Carl Hanser,http://images.amazon.com/images/P/3446197729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446197729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446197729.01.LZZZZZZZ.jpg
0194216403,"The Elephant Man (Oxford Bookworms, Stage 1)",Tim Vicary,1983,Oxford University Press,http://images.amazon.com/images/P/0194216403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0194216403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0194216403.01.LZZZZZZZ.jpg
0679736379,Sophie's Choice,William Styron,1992,Vintage Books USA,http://images.amazon.com/images/P/0679736379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679736379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679736379.01.LZZZZZZZ.jpg
1885222440,"Huey, Dewey and Louie Meet the Witch (Mickey's Young Readers Library)",Walt Disney Productions,1990,Advance Publishers LLC,http://images.amazon.com/images/P/1885222440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1885222440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1885222440.01.LZZZZZZZ.jpg
0446327778,Take No Prisoners,John Crosby,1985,Warner Books,http://images.amazon.com/images/P/0446327778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446327778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446327778.01.LZZZZZZZ.jpg
0671038206,The Man Who Owned Vermont,Bret Lott,1999,Washington Square Press,http://images.amazon.com/images/P/0671038206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671038206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671038206.01.LZZZZZZZ.jpg
0764563505,Frommer's Portable Boston (Frommer),Marie Morris,2001,Frommer,http://images.amazon.com/images/P/0764563505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764563505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764563505.01.LZZZZZZZ.jpg
0380428466,Eagle at the Gate,Rona Randall,1978,Avon,http://images.amazon.com/images/P/0380428466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380428466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380428466.01.LZZZZZZZ.jpg
0679827013,Tinkerbell's Challenge (Hook Mini Storybook),Jim V. Hart,1991,Random House Childrens Books,http://images.amazon.com/images/P/0679827013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679827013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679827013.01.LZZZZZZZ.jpg
034525063X,Early del Rey,Lester Del Rey,1976,Ballantine Books,http://images.amazon.com/images/P/034525063X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034525063X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034525063X.01.LZZZZZZZ.jpg
0860078736,The best of E. E. Doc Smith (An Orbit book),E. E Smith,1975,Futura Publications,http://images.amazon.com/images/P/0860078736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0860078736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0860078736.01.LZZZZZZZ.jpg
158243140X,Deus Lo Volt!,Evan S. Connell,2001,HarperCollins,http://images.amazon.com/images/P/158243140X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158243140X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158243140X.01.LZZZZZZZ.jpg
0312903758,"Too Secret, Too Long",Chapman Pincher,1986,St Martins Pr (Mm),http://images.amazon.com/images/P/0312903758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312903758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312903758.01.LZZZZZZZ.jpg
0307094367,Betty Crocker's Dinner for Two Cookbook,Betty Crocker,1987,Golden Books,http://images.amazon.com/images/P/0307094367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307094367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307094367.01.LZZZZZZZ.jpg
0452257549,Job's year,Joseph Hansen,1985,New American Library,http://images.amazon.com/images/P/0452257549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452257549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452257549.01.LZZZZZZZ.jpg
0786904801,"Greatheart (Birthright Book , No 2)",Dixie Lee McKeone,1996,TSR Hobbies,http://images.amazon.com/images/P/0786904801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786904801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786904801.01.LZZZZZZZ.jpg
0812968476,I'll Let You Go,Bruce Wagner,2003,Random House Trade,http://images.amazon.com/images/P/0812968476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812968476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812968476.01.LZZZZZZZ.jpg
0312956908,The Fire in Autumn,Delia Parr,1996,St. Martin's Press,http://images.amazon.com/images/P/0312956908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312956908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312956908.01.LZZZZZZZ.jpg
042518739X,An Eye for Murder (Prime Crime Mysteries),Libby Fischer Hellmann,2002,Prime Crime,http://images.amazon.com/images/P/042518739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518739X.01.LZZZZZZZ.jpg
0345313925,The Next Economy,Paul Hawken,1984,Ballantine Books,http://images.amazon.com/images/P/0345313925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313925.01.LZZZZZZZ.jpg
